Identifier,Mean_GFP_Intensity,Total_GFP_Intensity,Mean_GFP_Head,Total_GFP_Head,Mean_GFP_Tail,Total_GFP_Tail
C3_03_032,16148.076644526795,5917591871,25036.08711224706,4368772165,8068.492261368313,1548819706
C3_03_033,16560.810428503304,6077403407,25493.629186616523,4467274136,8397.286334904873,1610129271
C3_03_034,17031.043245082692,6255927960,26090.914377018606,4588452566,8709.216989360757,1667475394
C3_03_035,17504.800532527854,6455892970,26748.260622283593,4726524645,9002.297335283676,1729368325
C3_03_036,17994.969693753417,6612233619,27367.2936521912,4817875211,9374.717393575891,1794358408
C3_03_037,18583.75070426744,6840920223,28192.321439468422,4989533433,9686.48094762231,1851386790
C3_03_038,18824.802886320984,6951227889,28341.936281757542,5022247793,10043.789583300791,1928980096
C3_03_039,19335.425211179252,7150781635,29040.7760514045,5156828685,10371.343157040612,1993952950
C3_03_040,19907.095952125528,7348346143,29838.9376649392,5302886485,10685.994608572995,2045459658
C3_03_041,20273.298381509147,7490578286,30334.28848592085,5383153169,10975.086408115863,2107425117
C3_03_042,20743.013615206215,7673960859,30952.206424907767,5503549920,11295.634252079148,2170410939
C3_03_043,21192.42784678697,7837765130,31538.091600911408,5619646390,11573.679064137083,2218118740
C3_03_044,21518.55102806969,7967394148,31937.317969013136,5689313823,11857.775860543316,2278080325
C3_03_045,21693.16801106432,8046473265,32050.803358752943,5715940271,12101.509974971701,2330532994
C3_03_046,22082.677819722732,8212901204,32608.32524880495,5825607739,12352.627340087549,2387293465
C3_03_047,22296.883481301258,8302868877,32749.710282979933,5872219552,12589.341411494157,2430649325
C3_03_048,22389.211926790293,8336735007,32656.980666718817,5844489202,12887.21594816665,2492245805
C3_03_049,22663.54046567222,8418666732,32841.135679543804,5874293939,13211.13847855322,2544372793
C3_03_050,22775.44133162763,8492210483,32949.20679870863,5899028290,13378.435008486687,2593182193
C3_03_051,23086.222902752805,8627967913,33355.80004018844,5975891712,13630.3075519602,2652076201
C3_03_052,23569.788363885815,8795844331,34106.41206142684,6092053216,13896.666983614647,2703791115
C3_03_053,24036.708740077847,8960332174,34814.20744737417,6220150002,14116.646087270105,2740182172
C3_03_054,24526.91060729354,9132766853,35613.08101345538,6333679619,14390.454136034137,2799087234
C3_03_055,24773.20651690006,9292850909,35950.81823096946,6449900348,14526.491308479981,2842950561
C3_03_056,25214.33051557261,9422620528,36550.49174153557,6521448388,14856.625631151486,2901172140
C3_03_057,25506.092295220977,9565141696,36978.708493059225,6646368171,14946.68410325739,2918773525
C3_03_058,25753.6532659705,9675055198,37260.57142698568,6713497978,15148.630281329923,2961557220
C3_03_059,26250.215122965146,9838081874,38105.624322798154,6815610072,15427.071263781136,3022471802
C3_03_060,26520.53571828045,9958302039,38470.17793624114,6889277935,15625.361376283647,3069024104
C3_03_061,26995.416791224718,10132108798,39191.86471794356,7014912674,15876.68267986839,3117196124
C4_03_001,759.1255378059576,295008330,844.4191295379013,132629535,701.2688188296264,162378795
C4_03_002,760.1775024106025,296426656,846.8739826940333,134963766,700.2558364450921,161462890
C4_03_003,778.6630926076675,301307577,866.4176478412049,136797816,718.1762505129526,164509761
C4_03_004,775.417294936761,301147264,865.8547857914999,136966971,713.2660514986032,164180293
C4_03_005,776.3319880916417,300666392,868.3012201945019,138123280,712.2273966120114,162543112
C4_03_006,773.8612210877266,300814560,866.8879902344362,138481022,708.960571942666,162333538
C4_03_007,774.7844184738134,302971699,869.040115684759,139425320,709.2087691453747,163546379
C4_03_008,776.3117471234235,302055914,873.3810082651889,139167150,708.988822535996,162888764
C4_03_009,776.4801477117727,303418159,874.2049227067367,139511741,709.0175279226903,163906418
C4_03_010,796.1846154634343,310813754,894.5661632023576,143271033,727.7441817028781,167542721
C4_03_011,779.4955079633884,304715707,881.4305888972243,140993637,708.8947149648848,163722070
C4_03_012,781.4431499344638,305250449,884.5368812560845,141741728,709.7348771594757,163508721
C4_03_013,766.8613446022248,300151064,871.5128022537464,139519613,694.4333046564611,160631451
C4_03_014,803.7720794234687,315301300,908.4939885323533,145610691,731.4250387931035,169690609
C4_03_015,770.8308707016462,302577325,878.2615556722164,140528875,696.9046472222461,162048450
C4_03_016,788.6764970567465,309360722,897.433039559589,143781337,713.5842897099194,165579385
C4_03_017,773.7493902966798,303939593,882.7788347353564,141985265,698.1542321370837,161954328
C4_03_018,793.7484697411036,311739949,903.8386091245987,145848821,716.9701873125362,165891128
C4_03_019,796.5943194664973,313559439,908.8901517505375,146260421,718.9379509503531,167299018
C4_03_020,798.1612881950962,314655932,911.6063347854687,146898068,719.7313586518165,167757864
C4_03_021,799.3298047213893,315100605,913.7139703055035,147329068,720.1607844988926,167771537
C4_03_022,798.9699162667315,315644251,913.925289704353,147639147,719.4463172319288,168005104
C4_03_023,801.8685841077397,316937756,919.0363385663672,148634828,720.7216855087358,168302928
C4_03_024,821.9601603405212,324804955,940.42303510311,152222515,739.7669025645862,172582440
C4_03_025,786.4654561905893,311170563,904.8565320665083,146663671,704.3091295189491,164506892
C4_03_026,806.6035838033334,318922991,926.9165539351037,150057594,723.18918120265,168865397
C4_03_027,808.1767550749307,320010517,928.0439914426931,150963060,724.5988263937111,169047457
C4_03_028,826.6679875760386,327101776,947.7303824179079,153602454,742.6783697825035,173499322
C4_03_029,828.1445025570089,328082695,950.3073347714026,153751174,743.8144896,174331521
C4_03_030,831.0931745214441,329272467,952.9944154350487,154948315,746.2474561324652,174324152
C4_03_031,814.023508492676,323206406,938.9304729920208,153209041,726.8758605060845,169997365
C4_03_032,817.4834451636038,323712817,943.7665915274954,153653695,729.3103208707511,170059122
C4_03_033,816.1662872688912,323399362,942.0499996915123,152688406,729.0324007840759,170710956
C4_03_034,816.9035684166803,324502689,942.0639717016411,153668533,729.6987647149276,170834156
C4_03_035,818.3112659084449,325286093,944.8373852368711,154367532,730.0187546181805,170918561
C4_03_036,819.8157586099283,325739035,946.0756974554911,154264265,731.9379788709849,171474770
C4_03_037,803.0606197715573,319476788,928.8362529491584,151963184,715.2038015865561,167513604
C4_03_038,824.501210073865,327054895,950.6348286352151,154995305,736.474493421109,172059590
C4_03_039,821.808746614951,327140695,947.6634515533945,155138193,733.8992609912616,172002502
C4_03_040,823.1571152947561,327664275,949.1971040513966,155427229,735.0756512683943,172237046
C4_03_041,824.2617868632573,326925304,951.3431504368274,154953821,735.7100265669586,171971483
C4_03_042,806.3654867546087,320497220,933.4012023240043,152781909,717.4188582232565,167715311
C4_03_043,845.2384293420503,335628966,972.8297665071653,158782356,756.1910076326086,176846610
C4_03_044,810.7448131005685,322303493,939.7673706202021,153389770,720.870791527789,168913723
C4_03_045,810.880167840627,321761305,939.105368959386,153696802,720.8675528218854,168064503
C4_03_046,829.1046349021107,329645370,957.5407702814772,157029026,738.9398287671232,172616344
C4_03_047,811.8680046780096,322802778,941.9722667776812,153863634,721.15162872498,168939144
C4_03_048,831.5437837348852,330917838,962.5766996590582,157257118,740.2891062940938,173660720
C4_03_049,852.344392328591,339452973,983.1162343489594,161041321,760.9762892885933,178411652
C4_03_050,832.9592601623359,331365354,963.5087215693939,157757210,741.645744067326,173608144
C4_03_051,852.6700745431127,339612522,983.4448559469914,161184645,761.2273171356044,178427877
C4_03_052,837.6569250604513,333947011,968.6638238118975,159351011,745.6205532921653,174596000
C4_03_053,839.8207959766578,334313343,973.5719569603228,159247165,746.528581236381,175066178
C4_03_054,856.7316448520301,341546351,988.8434001744743,162092199,764.4772408739846,179454152
C4_03_055,822.4542639639911,326708442,956.405538465302,156382826,728.7436773986523,170325616
C4_03_056,840.1426443221661,334986716,974.4839036848311,159494755,746.5995660590074,175491961
C4_03_057,840.8352560774014,335198134,976.6474327658224,159931877,746.153597595501,175266257
C4_03_058,825.1429323704206,329058750,960.0690065982404,157144095,731.2094551486538,171914655
C4_03_059,842.8508406837796,336164315,979.6198932105418,159983684,748.0177939116036,176180631
C4_03_060,844.5625485878795,336779451,980.8635407880099,160471237,749.7372597380507,176308214
C4_03_061,847.6383927899734,338019543,985.2722819447838,161308778,751.7751576206723,176710765
C5_03_001,2974.9270173557097,1120672857,5100.351612666046,832418186,1350.1516220292463,288254671
C5_03_002,3044.848261573971,1159578698,5243.0651640015285,864618147,1366.0260969035687,294960551
C5_03_003,3161.275282608063,1194952573,5398.50164006256,887097985,1440.7676554002826,307854588
C5_03_004,3383.9016140517447,1283073975,5837.70258978759,962736398,1495.13695024107,320337577
C5_03_005,3589.606741122719,1343482115,6147.820244169096,1012177125,1580.4273720364451,331304990
C5_03_006,3800.589517156079,1450358168,6608.265819431819,1097692427,1636.4619892809912,352665741
C5_03_007,4047.815788917313,1531661112,7024.559636948004,1167109510,1717.5980682701595,364551602
C5_03_008,4337.5677078393555,1646419250,7592.578064601456,1262972213,1798.287460898846,383447037
C5_03_009,4628.043754707258,1751274897,8103.264635509973,1347913246,1902.0840552100083,403361651
C5_03_010,4947.306382246233,1868152363,8670.724242460694,1441611954,2018.189947385355,426540409
C5_03_011,5253.7483483049555,1963362534,9143.46502894508,1524169903,2121.580541224663,439192631
C5_03_012,5502.990499650959,2057463591,9588.968111241253,1596419356,2223.014113097649,461044235
C5_03_013,5777.953329071148,2150935574,10051.039418613042,1671407447,2328.1002796469456,479528127
C5_03_014,6096.449307366927,2285839282,10572.097848571377,1773458842,2472.9143761734003,512380440
C5_03_015,6352.728377497655,2397862737,11098.44622926632,1865471236,2542.8261021158714,532391501
C5_03_016,6662.144111882891,2498537217,11596.59994627026,1942488474,2679.3656001541945,556048743
C5_03_017,6972.044757579699,2626808499,12134.94185514854,2043609153,2799.052323907159,583199346
C5_03_018,7367.792163665634,2773428533,12790.692715670837,2160834046,2952.433331084207,612594487
C5_03_019,7659.031356087167,2890081869,13243.71362039286,2246504654,3098.3665840213753,643577215
C5_03_020,7973.376969122047,3009064761,13739.206997101688,2337025371,3242.025133870423,672039390
C5_03_021,8265.703801876805,3099630660,14101.147752310559,2399973044,3416.2635911758675,699657616
C5_03_022,8604.97253565481,3224317629,14602.16162184003,2493596538,3583.1078088606664,730721091
C5_03_023,9029.99943591334,3377725469,15285.997071382131,2609762994,3776.9822748577417,767962475
C5_03_024,9399.157717401786,3509307122,15810.807833042092,2696280303,4008.415022432579,813026819
C5_03_025,9566.138545686834,3594093913,16060.21587853867,2741816115,4157.675767968038,852277798
C5_03_026,9920.636769944484,3740169348,16519.83836874691,2841659997,4383.100729777457,898509351
C5_03_027,10465.8983869634,3923487385,17320.319041445506,2979250758,4654.300832043535,944236627
C5_03_028,10747.064543839493,4040982245,17752.11304809961,3039658813,4889.752085164567,1001323432
C5_03_029,11084.837652698561,4166834813,18144.03530281596,3116619088,5144.762115875435,1050215725
C5_03_030,11521.277525861977,4334627201,18781.480854360336,3224479759,5427.426089252191,1110147442
C5_03_031,11946.915640035038,4487034523,19407.349689814357,3325429962,5687.671672411767,1161604561
C5_03_032,12305.788683817551,4631234348,19885.978021465507,3411061696,5957.437941557015,1220172652
C5_03_033,12662.14914046812,4767096557,20319.161023115565,3490608353,6236.049752070153,1276488204
C5_03_034,13036.482126623076,4918573451,20824.5625556066,3581137549,6513.719168541734,1337435902
C5_03_035,13421.000576384185,5052805402,21330.855790610138,3655148794,6813.516345731975,1397656608
C5_03_036,13774.452884314567,5195420590,21777.525373760443,3737763790,7091.7020200054485,1457656800
C5_03_037,14075.725898316776,5305915256,22049.364334020258,3798333747,7365.193751526699,1507581509
C5_03_038,14393.13690458855,5436302202,22413.97696181796,3858543720,7675.714573441271,1577758482
C5_03_039,14877.35759501224,5609998634,23041.206598158034,3975368498,7991.347523832804,1634630136
C5_03_040,15155.764126905086,5721937500,23416.873611135237,4044398492,8189.948727963326,1677539008
C5_03_041,15371.836870338595,5814228206,23641.18562967671,4091461791,8396.611729556376,1722766415
C5_03_042,15683.319907374365,5932952871,23998.509032833586,4169860937,8619.706143481535,1763091934
C5_03_043,16080.36116096719,6074420750,24552.129863413567,4272782608,8843.480878635415,1801638142
C5_03_044,16419.925736952428,6188505811,24948.72937485609,4334093267,9127.39353250972,1854412544
C5_03_045,16856.261738561814,6341258241,25460.491037798238,4427503010,9460.033074805115,1913755231
C5_03_046,17084.403948097683,6442409138,25544.23975862266,4465899437,9771.97856750864,1976509701
C5_03_047,17588.111031438722,6622662504,26223.380453473026,4590376525,10086.136883167157,2032285979
C5_03_048,18017.124094041366,6769159642,26758.280700449224,4675875761,10416.316920611856,2093283881
C5_03_049,18287.536974284772,6875455551,26954.367264020482,4716852545,10740.921560431905,2158603006
C5_03_050,18654.68177346189,7015615412,27408.8782686796,4791154148,11051.850771332754,2224461264
C5_03_051,19105.36385839627,7196703985,27966.969625915575,4914048266,11357.85227589364,2282655719
C5_03_052,19258.525069345826,7255360442,27963.199668264544,4905891713,11671.826924796565,2349468729
C5_03_053,19784.52790650066,7441574266,28729.091327766535,5040375428,11964.954396420278,2401198838
C5_03_054,20120.25110438384,7583463483,29140.573266566138,5121018643,12240.494899886664,2462444840
C5_03_055,20487.24357828726,7749258909,29680.83485645241,5232226611,12462.715312059021,2517032298
C5_03_056,20955.81052678864,7930600759,30377.47140416693,5352419329,12747.686887815395,2578181430
C5_03_057,21396.0860263347,8098675314,31082.50850569225,5468687629,12983.041427450129,2629987685
C5_03_058,21710.21522386641,8221832187,31452.95318648077,5531567971,13262.986669295997,2690264216
C5_03_059,22226.79324094515,8417108786,32272.50599004975,5675926991,13515.54255806959,2741181795
C5_03_060,22653.680410927413,8573534542,32888.442962794405,5781130504,13777.335014135513,2792404038
C5_03_061,22964.99449018316,8677805433,33177.71415911105,5840206668,14058.445252002793,2837598765
C6_03_001,1535.3945791030494,667531218,2144.7226215593696,354765003,1161.1931546061057,312766215
C6_03_002,1553.3141179708284,677307088,2170.4965259830024,361122871,1172.5204774866313,316184217
C6_03_003,1560.1178514899182,680102175,2161.520271403248,360939301,1186.7173112818186,319162874
C6_03_004,1555.8251022057975,673594478,2165.7709125248034,362368126,1171.6359803338428,311226352
C6_03_005,1579.1052299747807,683758881,2197.4163644268165,368974774,1187.4567865374531,314784107
C6_03_006,1602.653756096658,692673364,2218.079255532837,369924604,1215.9605465909647,322748760
C6_03_007,1617.403987852985,698251093,2203.213680463211,369476731,1245.3008272351258,328774362
C6_03_008,1658.5086208305795,710185001,2229.8086781835304,374059325,1290.5425393449107,336125676
C6_03_009,1691.6011479270037,724133853,2251.2626327379785,379272467,1328.408104620481,344861386
C6_03_010,1760.6216554753275,751989679,2315.7908695884144,390648446,1398.2332844478324,361341233
C6_03_011,1816.3869600204578,774222227,2395.3500401893366,402311016,1439.908981447067,371911211
C6_03_012,1898.7056473540608,806537881,2466.095715087263,417546996,1522.6599221820345,388990885
C6_03_013,1962.1188884939252,833494369,2540.062847856756,426712778,1584.0404633956387,406781591
C6_03_014,2099.09730835249,893948868,2691.690089437794,453541705,1711.1430863794603,440407163
C6_03_015,2168.3253744725,923849719,2760.0906401019893,465475486,1780.6404022981808,458374233
C6_03_016,2336.0853013763535,991053820,2978.566280116557,502913045,1911.33184934591,488140775
C6_03_017,2464.475681556983,1046455806,3156.152710144671,534712236,2005.2883458661347,511743570
C6_03_018,2658.5859337975066,1127567442,3412.6166330157157,578049481,2157.197270125659,549517961
C6_03_019,2799.2389409097977,1188002605,3572.300815118021,605669314,2284.9502895752894,582333291
C6_03_020,2975.56124797905,1268068157,3815.6034718216174,648202349,2418.7147913016674,619865808
C6_03_021,3169.8544804571297,1346909207,4065.6230884963034,691782031,2571.5666475635703,655127176
C6_03_022,3355.729745773648,1430195239,4342.858284502812,737439051,2701.962588244471,692756188
C6_03_023,3517.8561511943567,1498029792,4527.356796145101,768555035,2848.6428236709125,729474757
C6_03_024,3787.9263752583706,1614524071,4967.886924545647,843010668,3007.4157061164665,771513403
C6_03_025,3975.2459684160212,1688322740,5220.931548853209,893912237,3133.8681417954017,794410503
C6_03_026,4228.991917532953,1797296191,5569.19901003407,952984627,3325.671738676603,844311564
C6_03_027,4467.459288795583,1902427331,5933.855859616119,1009378551,3492.072997153314,893048780
C6_03_028,4665.822179907183,1989651218,6161.177802338638,1048010183,3673.5211951687656,941641035
C6_03_029,4944.247821816758,2109300173,6585.316854974012,1122572623,3852.1323360049346,986727550
C6_03_030,5232.342660753776,2231138931,6958.385955917054,1194274740,4069.6132026595287,1036864191
C6_03_031,5512.168533508264,2352786456,7424.48292149036,1268532303,4235.748340671232,1084254153
C6_03_032,5826.463804751308,2484701316,7884.672692913017,1347640372,4449.779064852934,1137060944
C6_03_033,6076.288853892771,2592837522,8180.9594419566365,1408540330,4652.677533285404,1184297192
C6_03_034,6356.261270405538,2717810194,8603.231550424402,1485898534,4833.566109249567,1231911660
C6_03_035,6670.433899194427,2847614902,9031.657976217448,1554736699,5074.926805046358,1292878203
C6_03_036,6992.103455614936,2989578714,9528.132721453669,1643355163,5277.424726862178,1346223551
C6_03_037,7221.562766432592,3088236323,9808.756408319778,1688283153,5478.818453277813,1399953170
C6_03_038,7515.786112303757,3220905170,10193.560082373562,1762170925,5705.289970705684,1458734245
C6_03_039,7860.872983155615,3367535099,10732.446093745471,1851679657,5924.527153415331,1515855442
C6_03_040,8185.580435314828,3510672665,11157.99554665654,1939281942,6160.311439805867,1571390723
C6_03_041,8505.125496982584,3651599086,11541.385888231578,2009470697,6433.890824390454,1642128389
C6_03_042,8791.39903976999,3779396073,11867.99536986631,2071072004,6689.132100960108,1708324069
C6_03_043,9149.421363836544,3947334859,12373.629865200588,2151625750,6972.490347205504,1795709109
C6_03_044,9427.834540931444,4074003001,12633.925425739411,2215257752,7238.583741914379,1858745249
C6_03_045,9786.716891323053,4231424062,13081.042403352876,2284682542,7554.059322954662,1946741520
C6_03_046,10193.593629734072,4410105380,13576.799849720788,2385077160,7880.652470015022,2025028220
C6_03_047,10593.5534340202,4581669486,14063.464546758658,2470500690,8220.16600993661,2111168796
C6_03_048,10985.62026605475,4768264534,14600.511738618568,2554768343,8544.074107956212,2213496191
C6_03_049,11457.621701062442,4966134262,15224.735170942122,2668347985,8900.249357983663,2297786277
C6_03_050,11842.117955493453,5135796294,15700.266329881859,2753575510,9222.51131027274,2382220784
C6_03_051,12271.671614172776,5331979958,16272.11699878882,2848206271,9572.894703980204,2483773687
C6_03_052,12531.35724933701,5438847142,16495.210386477553,2899313644,9833.548231959481,2539533498
C6_03_053,12879.853389580316,5584240755,16833.692412263237,2959531463,10183.001202697145,2624709292
C6_03_054,13283.756395387558,5784159331,17513.889344824434,3064510302,10441.915221439403,2719649029
C6_03_055,13764.670279300299,5981932998,18215.200407732147,3207623931,10732.752009748927,2774309067
C6_03_056,14206.149590785782,6179390949,18834.510890016536,3303384865,11079.032643784429,2876006084
C6_03_057,14529.370943500997,6332088739,19302.822466676917,3390135407,11307.203102419826,2941953332
C6_03_058,14882.491924715237,6453152676,19549.01043478261,3439648386,11695.798251163369,3013504290
C6_03_059,15340.156628700124,6654605966,20112.495357976877,3531150810,12095.491885235428,3123455156
C6_03_060,15707.000341047615,6816162747,20683.348869041507,3626577024,12333.145372149766,3189585723
C6_03_061,16059.08044364944,6984704330,21115.759059939337,3731408015,12598.639621881608,3253296315
D4_03_001,760.7241421332664,312118269,856.570156497931,137655107,699.0102089059483,174463162
D4_03_002,758.8640780016352,310933173,854.0211852364419,138230161,696.7286678473598,172703012
D4_03_003,772.7147586361226,317680037,868.5073028721113,139917395,710.9908447690394,177762642
D4_03_004,770.9047797439345,314845992,865.1443852594025,139192215,709.6491503785522,175653777
D4_03_005,767.8062324177482,317967756,862.8738335337836,139902049,706.637989602762,178065707
D4_03_006,766.5648782759622,319317966,860.5658965479264,140649169,705.8687692350238,178668797
D4_03_007,766.1426486499483,318646389,861.8600801051688,140298755,704.5860289818429,178347634
D4_03_008,763.9493453566777,319049693,860.7175151277592,140534513,701.8319992451525,178515180
D4_03_009,765.932002051796,321036569,861.478047617009,140862860,704.8167248231833,180173709
D4_03_010,784.0829270847219,329396374,879.6207698569601,143713321,723.2817199861329,185683053
D4_03_011,765.3483333491295,323010672,860.6321306828595,140880316,704.9752506289917,182130356
D4_03_012,765.1278172889179,323285631,861.9715694611841,140890115,704.0286404656584,182395516
D4_03_013,748.1213579003495,315688510,847.1233460430904,137968438,685.8918752026182,177720072
D4_03_014,785.5833475048655,332603420,883.2232602443627,144648123,723.9881861708479,187955297
D4_03_015,748.5798944150628,316632078,848.9988899934741,139204405,685.0119028315072,177427673
D4_03_016,768.1504902319025,325839452,867.3194157559561,141504030,706.1685821112796,184335422
D4_03_017,749.4905125038883,318044800,849.3462269861749,138904630,686.8739863116122,179140170
D4_03_018,768.7923273982174,326811312,868.5663679409981,141792591,706.5882534905746,185018721
D4_03_019,769.5821550726441,327827376,868.6353310407817,141706562,708.1037193164007,186120814
D4_03_020,769.4243829549666,328010231,870.3402658976489,142450332,706.5341844544118,185559899
D4_03_021,771.4075307005008,329287647,871.430492917293,142599143,709.2273770267601,186688504
D4_03_022,771.2116501173624,329545679,872.5065576979543,142630392,708.449864878694,186915287
D4_03_023,772.481750339689,330310879,873.413869028324,142804041,709.9949942445171,187506838
D4_03_024,792.6315763717839,340142781,892.4565830106367,145656054,731.3648198914724,194486727
D4_03_025,755.7561461035253,324289672,858.7190250424735,140008126,692.6575681262921,184281546
D4_03_026,775.2601422359756,332699789,876.6946757955075,143157227,712.9573450089147,189542562
D4_03_027,777.1711291281251,334730714,880.188952259598,143679404,714.298623755454,191051310
D4_03_028,797.8705939697793,343746588,900.0398517145505,147613736,735.0700167152634,196132852
D4_03_029,796.9806321449478,344463796,899.9838516527159,147300357,734.2023713324967,197163439
D4_03_030,798.4838406271015,345520726,901.052248880162,146844485,736.517162123588,198676241
D4_03_031,779.1330999286566,341823611,885.3034453622008,144588644,716.1711498100958,197234967
D4_03_032,781.1360756892047,342056363,887.534428056937,144905971,717.8816144020275,197150392
D4_03_033,781.933270935043,344193733,888.0950096673928,145146696,719.2382826191431,199047037
D4_03_034,782.8742549749635,345057308,890.507599229099,146011188,719.115440058094,199046120
D4_03_035,783.812020451652,345385983,890.1434179278515,145806382,720.8995586025545,199579601
D4_03_036,785.3584961260693,346464042,891.7192464613076,146217880,722.4382695783621,200246162
D4_03_037,766.9608345277478,338719816,875.4676647291554,143387596,703.0005578449191,195332220
D4_03_038,786.1502337023926,347994904,893.42514234745,146239401,723.2079914543701,201755503
D4_03_039,788.6318410761911,350102065,895.4926166030916,147664046,725.4828859048376,202438019
D4_03_040,788.8367613075852,350238789,896.0220413014047,146265742,726.5161689017115,203973047
D4_03_041,791.4181059644742,351134011,899.3690466732263,147161059,728.3447670058918,203972952
D4_03_042,772.5022074583529,343476884,882.5885677624343,144444445,708.3786431955127,199032439
D4_03_043,811.4244266812927,360975139,920.5125924750348,150805737,747.832684547997,210169402
D4_03_044,776.3071676023567,346660742,886.1936956958542,145545794,712.3803566241844,201114948
D4_03_045,777.1511014352885,346263559,887.7301762249409,144978766,713.1663826304471,201284793
D4_03_046,795.6206058867559,355023418,907.5301804453778,149523765,730.112494359827,205499653
D4_03_047,780.1533315097732,347959308,892.7066800418382,145945937,715.0232402566834,202013371
D4_03_048,798.7899566139671,357361852,909.9243819178649,149536063,734.2629628321085,207825789
D4_03_049,818.7861966211944,366548473,929.7176815230764,152654065,754.5335210015556,213894408
D4_03_050,801.6910539869874,358932317,914.1575397698116,149640276,736.8737514391238,209292041
D4_03_051,821.4536626863272,367902809,932.5884285688063,152419455,757.5944745825877,215483354
D4_03_052,802.4285641053073,360024019,915.9763791052968,150188067,737.0345658458112,209835952
D4_03_053,805.7537476424327,362279777,918.7605903252255,151278525,740.4565958148659,211001252
D4_03_054,825.027054880473,371454406,939.1364707322298,153459595,760.0192833335658,217994811
D4_03_055,790.2701609138162,355468260,906.9932315835046,148744169,723.2945463578824,206724091
D4_03_056,808.9378058646437,365968317,923.585350032736,152350945,743.1461889024179,213617372
D4_03_057,810.0001506017426,365732888,926.3076205173876,151857945,743.698142797036,213874943
D4_03_058,790.7897251167249,358049027,908.3280836228469,149550769,723.6256481449345,208498258
D4_03_059,812.4305989238776,368421028,929.5485587826469,152471991,746.0616509818553,215949037
D4_03_060,813.2795328910389,367509635,933.1330798479088,153383750,744.7571918987447,214125885
D4_03_061,814.6792315992429,368450088,933.7614356215732,153447818,746.7145600855761,215002270
D5_03_001,829.2872971212713,318321929,945.888804463155,138180166,757.6462599625681,180141763
D5_03_002,827.0257205011188,318585194,947.6968025934141,138861274,752.9501074602103,179723920
D5_03_003,842.2626875232467,326083684,966.5144955361428,140954541,767.1711670271928,185129143
D5_03_004,842.0048580872482,324282173,964.9893040472831,141555246,766.3434281160879,182726927
D5_03_005,839.594650034794,323348050,962.3438964653873,141059406,764.1687899557735,182288644
D5_03_006,837.4220444901633,325631562,961.8810100263996,140640470,762.4222786396083,184991092
D5_03_007,837.4243242409282,325670970,962.2486225566169,140937669,762.0099121804734,184733301
D5_03_008,840.579550490986,328109300,965.2639732291943,141630287,765.4817659373589,186479013
D5_03_009,840.9336882594187,330125338,966.2778078264868,142920218,765.1581365312145,187205120
D5_03_010,859.4715684126313,337330558,985.9723870704598,145041468,783.6347965001365,192289090
D5_03_011,840.6203977565053,331677706,968.0699646402829,142364369,764.8931002856531,189313337
D5_03_012,842.1962311665569,333764893,970.3489889282911,143382648,766.0055162368884,190382245
D5_03_013,823.8780120862727,325835515,954.0635930692066,141234804,745.9970944212079,184600711
D5_03_014,861.2552368275883,340352567,989.7872612672385,146198507,784.5400949590868,194154060
D5_03_015,824.742860304399,327947452,955.4609444207764,141292609,747.3457921099308,186654843
D5_03_016,846.9451536180397,337580481,978.1358570838216,144383612,769.785313278215,193196869
D5_03_017,826.7260779844152,329314759,957.4981539528527,140820211,750.1822697152409,188494548
D5_03_018,845.8612476897863,339594682,977.7022917184863,145436149,768.2600969433179,194158533
D5_03_019,847.4886172707756,341482826,979.0637340311741,145536845,770.5732167716666,195945981
D5_03_020,849.9608238885019,342795150,981.81079095474,145666358,773.229958186568,197128792
D5_03_021,851.2114197722195,343279095,983.9077424777273,146331679,773.6838598669066,196947416
D5_03_022,850.9523084391024,345347932,984.0175900611129,146846913,773.5664503809356,198501019
D5_03_023,854.6704101441902,346040665,987.1887262305095,147074338,777.5189703750308,198966327
D5_03_024,872.0025888299961,355358495,1005.4815721171673,149148109,795.6108030943149,206210386
D5_03_025,837.7768122845441,341206389,972.6587997847148,144576004,760.2591479917722,196630385
D5_03_026,855.2908828280166,350534126,991.1674534011136,147402459,777.9067078728277,203131667
D5_03_027,854.033503865643,350062355,989.5618092880005,147475386,776.605902737846,202586969
D5_03_028,874.0857081793145,359901294,1008.1771938315923,149974423,798.237451898946,209926871
D5_03_029,875.4277203860096,360322548,1010.1573789418571,150491226,798.9982484064307,209831322
D5_03_030,876.0649551957849,361147265,1012.1198474607967,151546729,798.4599818670812,209600536
D5_03_031,859.7637827391646,354129824,996.4065740585775,148838232,782.0125629959202,205291592
D5_03_032,859.7934935390998,354781748,997.4347145789731,149167359,781.551167873501,205614389
D5_03_033,859.4124372378117,355850892,996.4985443281975,149919220,781.177511313762,205931672
D5_03_034,860.5141044369554,356970508,998.5829825496204,149927249,782.1985349120116,207043259
D5_03_035,861.5952281309378,358225448,1000.275752615188,150317439,783.0987103286703,207908009
D5_03_036,864.1025907583611,359081288,1003.7011129094825,150071383,785.6451946353125,209009905
D5_03_037,843.7898608545214,352141354,985.3785437093543,148034404,764.1535817777478,204106950
D5_03_038,863.438151929748,360163366,1003.9660553024854,150751527,784.3992006622442,209411839
D5_03_039,865.3464948066336,361660318,1007.1343007985921,151084245,785.9574317994349,210576073
D5_03_040,865.2899196783313,362397263,1008.0193014092032,150930730,785.869695933642,211466533
D5_03_041,865.9922978605698,363165994,1007.6027242524917,151644210,786.7240835515354,211521784
